QUERY_SNP	GWAS_SNP	GWAS_TRAIT	GWAS_STUDY	EQTL_CELL_TYPE	EQTL_GENE_NAME	EQTL_CELL_count
rs55657917	rs1819040	COVID-19 (hospitalized vs population)	Mapping the human genetic architecture of COVID-19.	CD4 Naive/Central memory T cell	RP11-798G7.5	1
rs55657917	rs1819040	SARS-CoV-2 infection	Mapping the human genetic architecture of COVID-19.	CD4 Naive/Central memory T cell	RP11-798G7.5	1
rs55657917	rs1819040	COVID-19 with respiratory failure	Detailed stratified GWAS analysis for severe COVID-19 in four European populations.	CD4 Naive/Central memory T cell	RP11-798G7.5	1
rs55657917	rs2732631	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 Naive/Central memory T cell	RP11-798G7.5	1
rs55657917	rs199525	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 Naive/Central memory T cell	RP11-798G7.5	1
rs55974014	rs56328224	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD8 S100B T cell	KANSL1-AS1	2
rs55974014	rs56328224	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 Effector memory/TEMRA	KANSL1-AS1	2
rs55974014	rs61667602	COVID-19 (hospitalized vs population)	A first update on mapping the human genetic architecture of COVID-19.	CD8 S100B T cell	KANSL1-AS1	2
rs55974014	rs61667602	COVID-19 (hospitalized vs population)	A first update on mapping the human genetic architecture of COVID-19.	CD4 Effector memory/TEMRA	KANSL1-AS1	2
rs55974014	rs61667602	COVID-19 (critical illness vs population)	A first update on mapping the human genetic architecture of COVID-19.	CD8 S100B T cell	KANSL1-AS1	2
rs55974014	rs61667602	COVID-19 (critical illness vs population)	A first update on mapping the human genetic architecture of COVID-19.	CD4 Effector memory/TEMRA	KANSL1-AS1	2
rs55974014	rs61667602	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD8 S100B T cell	KANSL1-AS1	2
rs55974014	rs61667602	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 Effector memory/TEMRA	KANSL1-AS1	2
rs55974014	rs17769552	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD8 S100B T cell	KANSL1-AS1	2
rs55974014	rs17769552	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 Effector memory/TEMRA	KANSL1-AS1	2
rs55974014	rs63750417	COVID-19 (hospitalized covid vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	CD8 S100B T cell	KANSL1-AS1	2
rs55974014	rs63750417	COVID-19 (hospitalized covid vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	CD4 Effector memory/TEMRA	KANSL1-AS1	2
rs55974014	rs112572874	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD8 S100B T cell	KANSL1-AS1	2
rs55974014	rs112572874	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 Effector memory/TEMRA	KANSL1-AS1	2
rs55974014	rs8080583	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	CD8 S100B T cell	KANSL1-AS1	2
rs55974014	rs8080583	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	CD4 Effector memory/TEMRA	KANSL1-AS1	2
rs55974014	rs73984689	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD8 S100B T cell	KANSL1-AS1	2
rs55974014	rs73984689	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 Effector memory/TEMRA	KANSL1-AS1	2
rs55974014	rs1819040	COVID-19 (hospitalized vs population)	Mapping the human genetic architecture of COVID-19.	CD8 S100B T cell	KANSL1-AS1	2
rs55974014	rs1819040	COVID-19 (hospitalized vs population)	Mapping the human genetic architecture of COVID-19.	CD4 Effector memory/TEMRA	KANSL1-AS1	2
rs55974014	rs1819040	SARS-CoV-2 infection	Mapping the human genetic architecture of COVID-19.	CD8 S100B T cell	KANSL1-AS1	2
rs55974014	rs1819040	SARS-CoV-2 infection	Mapping the human genetic architecture of COVID-19.	CD4 Effector memory/TEMRA	KANSL1-AS1	2
rs55974014	rs1819040	COVID-19 with respiratory failure	Detailed stratified GWAS analysis for severe COVID-19 in four European populations.	CD8 S100B T cell	KANSL1-AS1	2
rs55974014	rs1819040	COVID-19 with respiratory failure	Detailed stratified GWAS analysis for severe COVID-19 in four European populations.	CD4 Effector memory/TEMRA	KANSL1-AS1	2
rs55974014	rs2732631	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD8 S100B T cell	KANSL1-AS1	2
rs55974014	rs2732631	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 Effector memory/TEMRA	KANSL1-AS1	2
rs55974014	rs199525	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD8 S100B T cell	KANSL1-AS1	2
rs55974014	rs199525	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 Effector memory/TEMRA	KANSL1-AS1	2
rs56194509	rs56328224	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 Naive/Central memory T cell	RP11-798G7.5	1
rs56194509	rs61667602	COVID-19 (hospitalized vs population)	A first update on mapping the human genetic architecture of COVID-19.	CD4 Naive/Central memory T cell	RP11-798G7.5	1
rs56194509	rs61667602	COVID-19 (critical illness vs population)	A first update on mapping the human genetic architecture of COVID-19.	CD4 Naive/Central memory T cell	RP11-798G7.5	1
rs56194509	rs61667602	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 Naive/Central memory T cell	RP11-798G7.5	1
rs56194509	rs17769552	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 Naive/Central memory T cell	RP11-798G7.5	1
rs56194509	rs63750417	COVID-19 (hospitalized covid vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	CD4 Naive/Central memory T cell	RP11-798G7.5	1
rs56194509	rs112572874	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 Naive/Central memory T cell	RP11-798G7.5	1
rs56194509	rs8080583	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	CD4 Naive/Central memory T cell	RP11-798G7.5	1
rs56194509	rs73984689	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 Naive/Central memory T cell	RP11-798G7.5	1
rs56194509	rs1819040	COVID-19 (hospitalized vs population)	Mapping the human genetic architecture of COVID-19.	CD4 Naive/Central memory T cell	RP11-798G7.5	1
rs56194509	rs1819040	SARS-CoV-2 infection	Mapping the human genetic architecture of COVID-19.	CD4 Naive/Central memory T cell	RP11-798G7.5	1
rs56194509	rs1819040	COVID-19 with respiratory failure	Detailed stratified GWAS analysis for severe COVID-19 in four European populations.	CD4 Naive/Central memory T cell	RP11-798G7.5	1
rs56194509	rs2732631	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 Naive/Central memory T cell	RP11-798G7.5	1
rs56194509	rs199525	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 Naive/Central memory T cell	RP11-798G7.5	1
rs56290582	rs56328224	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 SOX4 T cell	KANSL1-AS1	1
rs56290582	rs61667602	COVID-19 (hospitalized vs population)	A first update on mapping the human genetic architecture of COVID-19.	CD4 SOX4 T cell	KANSL1-AS1	1
rs56290582	rs61667602	COVID-19 (critical illness vs population)	A first update on mapping the human genetic architecture of COVID-19.	CD4 SOX4 T cell	KANSL1-AS1	1
rs56290582	rs61667602	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 SOX4 T cell	KANSL1-AS1	1
rs56290582	rs17769552	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 SOX4 T cell	KANSL1-AS1	1
rs56290582	rs63750417	COVID-19 (hospitalized covid vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	CD4 SOX4 T cell	KANSL1-AS1	1
rs56290582	rs112572874	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 SOX4 T cell	KANSL1-AS1	1
rs56290582	rs8080583	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	CD4 SOX4 T cell	KANSL1-AS1	1
rs56290582	rs73984689	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 SOX4 T cell	KANSL1-AS1	1
rs56290582	rs1819040	COVID-19 (hospitalized vs population)	Mapping the human genetic architecture of COVID-19.	CD4 SOX4 T cell	KANSL1-AS1	1
rs56290582	rs1819040	SARS-CoV-2 infection	Mapping the human genetic architecture of COVID-19.	CD4 SOX4 T cell	KANSL1-AS1	1
rs56290582	rs1819040	COVID-19 with respiratory failure	Detailed stratified GWAS analysis for severe COVID-19 in four European populations.	CD4 SOX4 T cell	KANSL1-AS1	1
rs56290582	rs2732631	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 SOX4 T cell	KANSL1-AS1	1
rs56290582	rs199525	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 SOX4 T cell	KANSL1-AS1	1
rs56301633	rs56328224	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	Natural Killer Cell	RP11-669E14.6	1
rs56301633	rs61667602	COVID-19 (hospitalized vs population)	A first update on mapping the human genetic architecture of COVID-19.	Natural Killer Cell	RP11-669E14.6	1
rs56301633	rs61667602	COVID-19 (critical illness vs population)	A first update on mapping the human genetic architecture of COVID-19.	Natural Killer Cell	RP11-669E14.6	1
rs56301633	rs61667602	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	Natural Killer Cell	RP11-669E14.6	1
rs56301633	rs17769552	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	Natural Killer Cell	RP11-669E14.6	1
rs56301633	rs63750417	COVID-19 (hospitalized covid vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	Natural Killer Cell	RP11-669E14.6	1
rs56301633	rs112572874	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	Natural Killer Cell	RP11-669E14.6	1
rs56301633	rs8080583	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	Natural Killer Cell	RP11-669E14.6	1
rs56301633	rs73984689	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	Natural Killer Cell	RP11-669E14.6	1
rs56301633	rs1819040	COVID-19 (hospitalized vs population)	Mapping the human genetic architecture of COVID-19.	Natural Killer Cell	RP11-669E14.6	1
rs56301633	rs1819040	SARS-CoV-2 infection	Mapping the human genetic architecture of COVID-19.	Natural Killer Cell	RP11-669E14.6	1
rs56301633	rs1819040	COVID-19 with respiratory failure	Detailed stratified GWAS analysis for severe COVID-19 in four European populations.	Natural Killer Cell	RP11-669E14.6	1
rs56301633	rs2732631	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	Natural Killer Cell	RP11-669E14.6	1
rs56301633	rs199525	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	Natural Killer Cell	RP11-669E14.6	1
rs56328224	rs56328224	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 SOX4 T cell	KANSL1-AS1	5
rs56328224	rs56328224	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	Natural Killer Recruiting Cell	KANSL1-AS1	5
rs56328224	rs56328224	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	Plasma Cell	KANSL1-AS1	5
rs56328224	rs56328224	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	Classic Monocyte	KANSL1-AS1	5
rs56328224	rs56328224	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	Dendritic Cell	KANSL1-AS1	5
rs56328224	rs61667602	COVID-19 (hospitalized vs population)	A first update on mapping the human genetic architecture of COVID-19.	CD4 SOX4 T cell	KANSL1-AS1	5
rs56328224	rs61667602	COVID-19 (hospitalized vs population)	A first update on mapping the human genetic architecture of COVID-19.	Natural Killer Recruiting Cell	KANSL1-AS1	5
rs56328224	rs61667602	COVID-19 (hospitalized vs population)	A first update on mapping the human genetic architecture of COVID-19.	Plasma Cell	KANSL1-AS1	5
rs56328224	rs61667602	COVID-19 (hospitalized vs population)	A first update on mapping the human genetic architecture of COVID-19.	Classic Monocyte	KANSL1-AS1	5
rs56328224	rs61667602	COVID-19 (hospitalized vs population)	A first update on mapping the human genetic architecture of COVID-19.	Dendritic Cell	KANSL1-AS1	5
rs56328224	rs61667602	COVID-19 (critical illness vs population)	A first update on mapping the human genetic architecture of COVID-19.	CD4 SOX4 T cell	KANSL1-AS1	5
rs56328224	rs61667602	COVID-19 (critical illness vs population)	A first update on mapping the human genetic architecture of COVID-19.	Natural Killer Recruiting Cell	KANSL1-AS1	5
rs56328224	rs61667602	COVID-19 (critical illness vs population)	A first update on mapping the human genetic architecture of COVID-19.	Plasma Cell	KANSL1-AS1	5
rs56328224	rs61667602	COVID-19 (critical illness vs population)	A first update on mapping the human genetic architecture of COVID-19.	Classic Monocyte	KANSL1-AS1	5
rs56328224	rs61667602	COVID-19 (critical illness vs population)	A first update on mapping the human genetic architecture of COVID-19.	Dendritic Cell	KANSL1-AS1	5
rs56328224	rs61667602	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 SOX4 T cell	KANSL1-AS1	5
rs56328224	rs61667602	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	Natural Killer Recruiting Cell	KANSL1-AS1	5
rs56328224	rs61667602	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	Plasma Cell	KANSL1-AS1	5
rs56328224	rs61667602	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	Classic Monocyte	KANSL1-AS1	5
