Mode	Cell	Chr	Gene	SNP	SNP_TSS	maf	pq_val	slope	slope_se
cis-independent	CD4	15	ENSG00000166503	rs7177462	-93837	0.322368	8.18555e-09	0.749392	0.111592
cis-independent	CD4	15	ENSG00000168803	rs28653441	54391	0.171053	5.03682e-08	-1.13254	0.181328
cis-independent	CD4	15	ENSG00000169118	rs35755513	-187	0.0723684	5.19257e-08	-1.15842	0.185707
cis-independent	CD4	15	ENSG00000128891	rs116952630	191654	0.0789474	3.8303e-07	-1.03543	0.181194
cis-independent	CD4	15	ENSG00000167202	rs12911332	-1207	0.578947	1.34083e-06	-0.618438	0.114936
cis-independent	CD4	15	ENSG00000137845	rs7161799	-271384	0.0723684	2.50488e-06	0.778091	0.149286
cis-independent	CD4	15	ENSG00000172345	rs76902501	48538	0.0723684	2.79337e-06	1.48676	0.286881
cis-independent	CD4	15	ENSG00000178802	rs12911254	-16012	0.552632	3.06603e-06	0.533923	0.10353
cis-independent	CD4	15	ENSG00000104129	rs116952630	-50808	0.0789474	8.9312e-06	-0.888961	0.18278
cis-independent	CD4	16	ENSG00000178952	rs8055138	33795	0.407895	1.46648e-20	0.880729	0.0624331
cis-independent	CD4	16	ENSG00000129925	rs11648905	-6681	0.453947	1.99272e-17	-1.07307	0.0896386
cis-independent	CD4	16	ENSG00000125124	rs4556786	-48125	0.190789	7.72658e-13	-0.766668	0.0842307
cis-independent	CD4	16	ENSG00000135698	rs7202857	-43139	0.565789	1.4302e-12	-0.839278	0.0938635
cis-independent	CD4	16	ENSG00000187193	rs1599933	-521	0.605263	1.26281e-10	-0.749407	0.0962581
cis-independent	CD4	16	ENSG00000169715	rs1610215	137	0.480263	2.23441e-10	0.713083	0.0933462
cis-independent	CD4	16	ENSG00000198417	rs7189840	-8018	0.388158	3.65588e-10	-0.730055	0.0971726
cis-independent	CD4	16	ENSG00000125148	rs1580833	2153	0.368421	3.85668e-10	-0.673321	0.0897849
cis-independent	CD4	16	ENSG00000185324	rs17232826	95638	0.0723684	3.13461e-09	-1.5953	0.229138
cis-independent	CD4	16	ENSG00000140682	rs28813115	68856	0.480263	3.17196e-09	0.889066	0.127755
cis-independent	CD4	16	ENSG00000140995	rs9923654	3340	0.217105	8.32894e-09	0.748386	0.111516
cis-independent	CD4	16	ENSG00000185905	rs235663	-8987	0.796053	1.17924e-08	-0.655897	0.0990565
cis-independent	CD4	16	ENSG00000063854	rs2745193	-18947	0.710526	2.39884e-08	-0.592231	0.0919885
cis-independent	CD4	16	ENSG00000217930	rs34047432	-1508	0.105263	4.15439e-08	-1.17968	0.187374
cis-independent	CD4	16	ENSG00000130731	rs34409359	2214	0.263158	6.81962e-08	0.585354	0.0949169
cis-independent	CD4	16	ENSG00000175595	rs11644737	-18746	0.322368	6.90942e-08	0.691839	0.112246
cis-independent	CD4	16	ENSG00000167515	rs12596491	5788	0.322368	9.80936e-08	-0.710464	0.117002
cis-independent	CD4	16	ENSG00000185669	rs11646325	6291	0.263158	1.0761e-07	-0.545237	0.0901509
cis-independent	CD4	16	ENSG00000184939	rs8048191	160627	0.585526	1.33916e-07	0.755495	0.126108
cis-independent	CD4	16	ENSG00000008517	rs1554999	329	0.730263	1.69248e-07	0.64021	0.10797
cis-independent	CD4	16	ENSG00000176476	rs231976	-19650	0.513158	2.03961e-07	-0.676975	0.115121
cis-independent	CD4	16	ENSG00000166847	rs62032983	555	0.263158	2.24865e-07	0.575387	0.0982744
cis-independent	CD4	16	ENSG00000140990	rs2240690	16902	0.0592105	3.03728e-07	0.65751	0.11384
cis-independent	CD4	16	ENSG00000103126	rs11860497	9093	0.631579	8.18088e-07	-0.730396	0.132488
cis-independent	CD4	16	ENSG00000159648	rs34759686	-19217	0.796053	8.31211e-07	0.964381	0.175065
cis-independent	CD4	16	ENSG00000261740	rs79379134	826831	0.486842	8.44226e-07	-0.723018	0.131349
cis-independent	CD4	16	ENSG00000103148	rs62013828	916763	0.0921053	1.1012e-06	1.09853	0.202176
cis-independent	CD4	16	ENSG00000166164	rs4785211	-12338	0.282895	1.15048e-06	0.667465	0.123108
cis-independent	CD4	16	ENSG00000184517	rs7193344	9279	0.598684	1.28582e-06	0.589121	0.10926
cis-independent	CD4	16	ENSG00000103253	rs8058190	939072	0.559211	1.93099e-06	0.739333	0.13996
cis-independent	CD4	16	ENSG00000103245	rs11648796	4300	0.217105	2.86663e-06	0.577433	0.111571
cis-independent	CD4	16	ENSG00000242612	rs1204504	9903	0.460526	3.93777e-06	0.591317	0.116196
cis-independent	CD4	16	ENSG00000285043	rs72800854	971764	0.243421	6.47757e-06	0.752685	0.151984
cis-independent	CD4	17	ENSG00000170291	rs145660663	-9507	0.342105	4.67278e-21	1.07374	0.0742456
cis-independent	CD4	17	ENSG00000141560	rs2280251	522	0.434211	2.08323e-18	-1.03251	0.0818069
cis-independent	CD4	17	ENSG00000006282	rs9890200	4103	0.368421	1.13619e-16	-1.0848	0.0944938
cis-independent	CD4	17	ENSG00000263715	rs62063281	341074	0.256579	1.25772e-14	1.20386	0.118124
cis-independent	CD4	17	ENSG00000120071	rs17660167	42823	0.243421	1.4685e-14	1.06397	0.104284
cis-independent	CD4	17	ENSG00000141503	rs62073635	33561	0.309211	1.72224e-14	-0.757731	0.0749697
cis-independent	CD4	17	ENSG00000141232	rs4533325	-34256	0.703947	4.78787e-14	-0.914927	0.093033
cis-independent	CD4	17	ENSG00000167914	rs3902025	9737	0.539474	5.86203e-14	0.890765	0.0910739
cis-independent	CD4	17	ENSG00000167851	rs4788839	12525	0.460526	3.07157e-13	1.38022	0.147041
cis-independent	CD4	17	ENSG00000173065	rs3833162	-67801	0.217105	5.00977e-13	-0.860947	0.0934259
cis-independent	CD4	17	ENSG00000169738	rs113680823	448	0.125	5.62885e-12	1.14513	0.133372
cis-independent	CD4	17	ENSG00000141556	rs6502011	143258	0.513158	1.34867e-11	0.817846	0.0978246
cis-independent	CD4	17	ENSG00000167720	rs12452620	-47700	0.348684	3.56393e-11	-0.914883	0.112807
cis-independent	CD4	17	ENSG00000214087	rs77740144	-41840	0.164474	8.02928e-11	-1.22808	0.155422
cis-independent	CD4	17	ENSG00000176974	rs921985	-39606	0.611842	2.95181e-10	0.669753	0.0885006
cis-independent	CD4	17	ENSG00000141698	rs57672173	1000	0.717105	6.80538e-10	-0.866282	0.117801
cis-independent	CD4	17	ENSG00000073969	rs11651642	-48918	0.552632	1.02901e-09	-1.01289	0.13975
cis-independent	CD4	17	ENSG00000132376	rs56157500	-8059	0.230263	1.0585e-09	0.765967	0.105788
cis-independent	CD4	17	ENSG00000266714	rs75102240	1687	0.0789474	1.10522e-09	1.61549	0.223457
cis-independent	CD4	17	ENSG00000108384	rs68100606	-269037	0.190789	2.00941e-09	0.81493	0.115164
cis-independent	CD4	17	ENSG00000132507	rs7503161	-2355	0.565789	5.4486e-09	-0.502572	0.0736888
cis-independent	CD4	17	ENSG00000167851	rs8081286	5001	0.493421	5.65557e-09	-1.09132	0.159786
cis-independent	CD4	17	ENSG00000108592	rs1376110	-125097	0.585526	8.38903e-09	0.553882	0.082556
cis-independent	CD4	17	ENSG00000015532	rs739990	7544	0.230263	9.06155e-09	0.812119	0.121405
cis-independent	CD4	17	ENSG00000238083	rs439945	-862216	0.710526	1.15722e-08	-0.866714	0.130799
cis-independent	CD4	17	ENSG00000141504	rs12939472	-58382	0.453947	1.40131e-08	0.645486	0.0981436
cis-independent	CD4	17	ENSG00000224877	rs11655759	-7370	0.467105	1.48393e-08	-0.43539	0.0663484
cis-independent	CD4	17	ENSG00000176749	rs28408686	32612	0.572368	1.6409e-08	0.849861	0.130023
cis-independent	CD4	17	ENSG00000120071	rs62063286	-81501	0.25	5.52173e-08	0.654288	0.104902
cis-independent	CD4	17	ENSG00000183688	rs7217744	94898	0.111842	7.41027e-08	1.05318	0.170967
cis-independent	CD4	17	ENSG00000141543	rs73438141	1627	0.236842	9.59111e-08	0.684482	0.112614
cis-independent	CD4	17	ENSG00000175711	rs60160373	-7795	0.361842	2.40919e-07	-0.663263	0.113635
cis-independent	CD4	17	ENSG00000186395	rs4621029	878	0.105263	2.49859e-07	-0.856075	0.146911
cis-independent	CD4	17	ENSG00000186532	rs17338501	-58	0.157895	2.63139e-07	0.982578	0.169015
cis-independent	CD4	17	ENSG00000276070	rs1719209	-125989	0.223684	3.55891e-07	0.938114	0.163609
cis-independent	CD4	17	ENSG00000108639	rs12946093	-833901	0.532895	5.84875e-07	0.334848	0.0597699
cis-independent	CD4	17	ENSG00000204237	rs11150804	-3398	0.335526	6.37822e-07	-0.627286	0.112432
cis-independent	CD4	17	ENSG00000172057	rs17608925	-1024	0.0986842	1.04285e-06	-1.21063	0.221777
cis-independent	CD4	17	ENSG00000013306	rs2014720	-26925	0.388158	1.23037e-06	-0.515767	0.0954458
cis-independent	CD4	17	ENSG00000173917	rs35956334	-38067	0.236842	1.60251e-06	-0.684857	0.128425
cis-independent	CD4	17	ENSG00000214941	rs2779207	-32502	0.5	1.63582e-06	-0.585792	0.109962
cis-independent	CD4	17	ENSG00000161547	rs12936775	-6643	0.552632	1.85198e-06	-0.428001	0.0808502
cis-independent	CD4	17	ENSG00000172057	rs7221605	-13066	0.552632	2.22083e-06	0.543847	0.103505
cis-independent	CD4	17	ENSG00000213859	rs3809822	-21097	0.197368	2.28661e-06	0.655566	0.125185
cis-independent	CD4	17	ENSG00000276234	rs2522970	64714	0.519737	2.93204e-06	-0.493044	0.0953787
cis-independent	CD4	17	ENSG00000011295	rs78088594	264421	0.460526	3.03211e-06	0.631957	0.122467
cis-independent	CD4	17	ENSG00000126860	rs2525570	32604	0.565789	3.0819e-06	0.417993	0.0810729
cis-independent	CD4	17	ENSG00000170222	rs378707	31623	0.473684	3.26603e-06	-0.786438	0.153004
cis-independent	CD4	17	ENSG00000141582	rs2048753	976047	0.230263	3.29125e-06	0.756408	0.147222
cis-independent	CD4	17	ENSG00000133193	rs6501603	-52363	0.526316	3.48035e-06	0.408206	0.0796864
cis-independent	CD4	17	ENSG00000178971	rs11657904	68261	0.282895	4.29e-06	-0.544806	0.107551
cis-independent	CD4	17	ENSG00000183688	rs12945309	89469	0.302632	5.27406e-06	0.602009	0.119983
cis-independent	CD4	17	ENSG00000136449	rs11649849	-3511	0.421053	5.59811e-06	-0.767411	0.153711
cis-independent	CD4	17	ENSG00000108819	rs4793657	372724	0.565789	5.77574e-06	-0.523479	0.105033
cis-independent	CD4	17	ENSG00000125457	rs55772302	38999	0.125	6.26831e-06	-0.750006	0.151167
cis-independent	CD4	17	ENSG00000141293	rs4794333	-462086	0.447368	9.02313e-06	0.511389	0.105209
cis-independent	CD4	17	ENSG00000006062	rs12952171	42941	0.421053	9.0351e-06	-0.575703	0.118449
cis-independent	CD4	17	ENSG00000131899	rs2290507	10139	0.164474	1.1583e-05	0.994371	0.20754
cis-independent	CD4	17	ENSG00000172171	rs76605875	-998335	0.486842	1.23105e-05	-0.46226	0.0968243
cis-independent	CD4	17	ENSG00000108773	rs55839952	-44485	0.276316	1.39603e-05	-0.698742	0.147444
cis-independent	CD4	17	ENSG00000244045	rs12947270	54466	0.361842	1.4857e-05	-0.514009	0.108864
cis-independent	CD4	17	ENSG00000068097	rs1078378	47	0.0789474	1.55499e-05	0.857733	0.182155
cis-independent	CD4	17	ENSG00000068489	rs9916216	328053	0.223684	2.29173e-05	-0.429451	0.093371
cis-independent	CD4	18	ENSG00000131196	rs56376587	4378	0.440789	5.57884e-15	-1.0607	0.101344
cis-independent	CD4	18	ENSG00000134779	rs948636	-16787	0.296053	3.19252e-12	-0.732261	0.083503
cis-independent	CD4	18	ENSG00000132199	rs6506467	2929	0.493421	2.41896e-08	-0.812775	0.126287
cis-independent	CD4	18	ENSG00000134779	rs9958080	30420	0.710526	8.03495e-08	-0.467443	0.0761445
cis-independent	CD4	18	ENSG00000173482	rs10502349	-529177	0.0592105	4.49375e-07	-1.5557	0.274268
cis-independent	CD4	18	ENSG00000131196	rs531806447	4832	0.144737	7.12275e-07	-0.829157	0.1491
cis-independent	CD4	18	ENSG00000119537	rs2032342	-14758	0.269737	2.34013e-06	-0.513116	0.0981007
cis-independent	CD4	18	ENSG00000134265	rs7241196	510	0.480263	2.41865e-06	-0.559519	0.107155
cis-independent	CD4	18	ENSG00000141447	rs888395	51	0.0723684	2.6114e-06	1.51557	0.291412
cis-independent	CD4	18	ENSG00000168234	rs12327412	99	0.111842	3.20763e-06	-0.888701	0.172735
cis-independent	CD4	19	ENSG00000133265	rs4806656	-3234	0.539474	1.33263e-22	-0.994615	0.0637572
cis-independent	CD4	19	ENSG00000186230	rs3746224	2842	0.578947	1.3677e-16	1.2619	0.11042
cis-independent	CD4	19	ENSG00000125743	rs61466254	-161	0.177632	1.63514e-16	-1.1441	0.10055
cis-independent	CD4	19	ENSG00000197020	rs35717293	-37627	0.552632	5.23782e-16	-0.9371	0.0847611
cis-independent	CD4	19	ENSG00000105270	rs57893103	2933	0.0921053	1.907e-13	2.00763	0.212024
cis-independent	CD4	19	ENSG00000141994	rs2436493	-8444	0.236842	5.90204e-13	-0.939904	0.102471
cis-independent	CD4	19	ENSG00000183617	rs2302307	-1029	0.592105	6.25205e-13	0.837852	0.0914951
cis-independent	CD4	19	ENSG00000105258	rs2023866	-42652	0.572368	2.09122e-12	-0.834671	0.0943913
cis-independent	CD4	19	ENSG00000105750	rs10402582	-69460	0.138158	5.84236e-12	1.31661	0.153516
cis-independent	CD4	19	ENSG00000167414	rs11083840	-19550	0.361842	2.00099e-11	-0.995774	0.120573
cis-independent	CD4	19	ENSG00000022556	rs34883216	35202	0.269737	4.91262e-11	0.799712	0.0992548
cis-independent	CD4	19	ENSG00000160013	rs11083840	-8437	0.361842	5.04302e-11	-0.969044	0.120814
cis-independent	CD4	19	ENSG00000126246	rs3848662	-17298	0.144737	2.22042e-10	-1.08647	0.141713
cis-independent	CD4	19	ENSG00000197766	rs10424211	6364	0.164474	3.63897e-10	1.22127	0.162529
cis-independent	CD4	19	ENSG00000108107	rs17700376	26	0.440789	3.91749e-10	-0.901116	0.120225
cis-independent	CD4	19	ENSG00000175221	rs62132322	-5993	0.263158	7.58641e-10	-0.792006	0.10811
cis-independent	CD4	19	ENSG00000099785	rs17160520	70434	0.282895	9.24138e-10	1.03715	0.142555
cis-independent	CD4	19	ENSG00000120784	rs3095726	84193	0.842105	1.57413e-09	0.919221	0.128762
cis-independent	CD4	19	ENSG00000064666	rs7246841	3823	0.697368	3.35032e-09	-0.703909	0.101353
cis-independent	CD4	19	ENSG00000204577	rs255774	-3522	0.460526	4.51382e-09	-0.733201	0.106747
cis-independent	CD4	19	ENSG00000187650	rs344558	765369	0.0723684	4.77285e-09	1.0139	0.147923
cis-independent	CD4	19	ENSG00000083845	rs731835	668	0.263158	4.86372e-09	-0.499131	0.0728725
cis-independent	CD4	19	ENSG00000174652	rs2082431	-48937	0.638158	7.13757e-09	0.788008	0.116729
cis-independent	CD4	19	ENSG00000221874	rs6509709	-17979	0.322368	1.05445e-08	0.867967	0.130516
cis-independent	CD4	19	ENSG00000161265	rs3848662	-20264	0.144737	1.53194e-08	1.12105	0.171049
cis-independent	CD4	19	ENSG00000130517	rs55887446	-4541	0.236842	1.55388e-08	-0.942028	0.143815
cis-independent	CD4	19	ENSG00000130312	rs12976380	9243	0.407895	1.87457e-08	0.700517	0.107741
cis-independent	CD4	19	ENSG00000189190	rs4802995	-5276	0.427632	2.3076e-08	0.574157	0.0888122
cis-independent	CD4	19	ENSG00000102575	rs35541942	12519	0.322368	2.93422e-08	0.652946	0.102247
cis-independent	CD4	19	ENSG00000105185	rs34040260	2517	0.447368	3.27966e-08	0.415849	0.0654145
cis-independent	CD4	19	ENSG00000167468	rs4807542	96	0.138158	3.73878e-08	1.09176	0.172661
cis-independent	CD4	19	ENSG00000087076	rs8110220	20768	0.203947	4.86956e-08	-0.993528	0.158848
cis-independent	CD4	19	ENSG00000204920	rs62116613	16337	0.0921053	5.51624e-08	-1.11974	0.179959
cis-independent	CD4	19	ENSG00000189190	rs1559239	-21	0.855263	6.96935e-08	0.758009	0.122731
cis-independent	CD4	19	ENSG00000203326	rs12610403	-735431	0.230263	7.17279e-08	0.86034	0.139805
cis-independent	CD4	19	ENSG00000011485	rs4803936	28284	0.328947	1.31057e-07	-0.492296	0.082097
cis-independent	CD4	19	ENSG00000197134	rs17554725	82526	0.335526	1.41651e-07	0.812032	0.135878
cis-independent	CD4	19	ENSG00000167657	rs111211875	-292700	0.0789474	1.43564e-07	0.900738	0.15081
cis-independent	CD4	19	ENSG00000170906	rs75622830	5698	0.0855263	1.47209e-07	1.11421	0.186757
cis-independent	CD4	19	ENSG00000125755	rs7258364	29128	0.401316	1.56322e-07	0.810938	0.136284
cis-independent	CD4	19	ENSG00000104835	rs7508539	10753	0.664474	1.57732e-07	-0.629637	0.105857
cis-independent	CD4	19	ENSG00000126267	rs2242522	89729	0.453947	2.6576e-07	0.464442	0.0799257
cis-independent	CD4	19	ENSG00000127903	rs10084155	-577	0.164474	3.09832e-07	0.821402	0.142345
cis-independent	CD4	19	ENSG00000182472	rs62119115	-15458	0.184211	3.75583e-07	-0.855484	0.149569
cis-independent	CD4	19	ENSG00000126246	rs231217	25488	0.105263	6.68186e-07	0.913657	0.163791
cis-independent	CD4	19	ENSG00000160439	rs11669150	-18504	0.223684	1.01073e-06	-0.824449	0.151096
cis-independent	CD4	19	ENSG00000022556	rs1654495	37080	0.434211	1.01414e-06	0.514372	0.0940992
cis-independent	CD4	19	ENSG00000278129	rs548671	11196	0.631579	1.0489e-06	0.615332	0.112977
cis-independent	CD4	19	ENSG00000105011	rs35983811	885887	0.131579	1.07174e-06	-0.519441	0.0954721
cis-independent	CD4	19	ENSG00000170949	rs329706	-22403	0.861842	1.18617e-06	-0.69821	0.128974
cis-independent	CD4	19	ENSG00000267740	rs12974605	380124	0.0986842	1.32679e-06	1.01654	0.188825
cis-independent	CD4	19	ENSG00000257704	rs10423101	-19215	0.276316	1.36693e-06	0.694579	0.129212
cis-independent	CD4	19	ENSG00000170889	rs34629529	-2829	0.414474	1.44698e-06	-0.461888	0.0861697
cis-independent	CD4	19	ENSG00000104808	rs3835153	10791	0.0723684	1.53454e-06	1.48817	0.278454
cis-independent	CD4	19	ENSG00000198858	rs78047294	-41233	0.243421	1.66011e-06	0.654727	0.122994
cis-independent	CD4	19	ENSG00000182986	rs6509709	47151	0.322368	1.70425e-06	0.65465	0.123143
cis-independent	CD4	19	ENSG00000105341	rs1206028	911104	0.0986842	1.84688e-06	-0.735384	0.138896
cis-independent	CD4	19	ENSG00000174837	rs8103865	44942	0.421053	1.85217e-06	0.748197	0.141337
cis-independent	CD4	19	ENSG00000105227	rs4803330	-24597	0.407895	2.06947e-06	-0.800714	0.152118
cis-independent	CD4	19	ENSG00000096996	rs17879339	-17913	0.177632	2.23904e-06	-0.659455	0.125791
cis-independent	CD4	19	ENSG00000131944	rs73037461	5044	0.190789	2.85197e-06	0.779801	0.150632
cis-independent	CD4	19	ENSG00000104904	rs12980348	-87902	0.381579	2.89416e-06	-0.37641	0.0727664
cis-independent	CD4	19	ENSG00000168661	rs12609984	363350	0.414474	3.28582e-06	0.60534	0.117809
cis-independent	CD4	19	ENSG00000188321	rs28384491	423	0.144737	4.03862e-06	-0.801859	0.157783
cis-independent	CD4	19	ENSG00000267673	rs378395	-270	0.480263	4.13542e-06	-0.748971	0.147564
cis-independent	CD4	19	ENSG00000204519	rs35625120	-254104	0.105263	4.1697e-06	-0.920513	0.181442
cis-independent	CD4	19	ENSG00000256229	rs61998186	-49097	0.0921053	5.94059e-06	-0.984387	0.197818
cis-independent	CD4	19	ENSG00000105404	rs1864207	-32728	0.598684	7.26559e-06	0.673773	0.136926
cis-independent	CD4	20	ENSG00000196421	rs817338	-61497	0.177632	6.24835e-16	1.41947	0.128958
cis-independent	CD4	20	ENSG00000089063	rs6076773	-37240	0.519737	2.40778e-12	0.781459	0.0887411
cis-independent	CD4	20	ENSG00000214078	rs143646210	-52832	0.0592105	5.57812e-11	-1.81594	0.227133
cis-independent	CD4	20	ENSG00000089177	rs35610860	-8712	0.131579	3.35892e-10	-1.18266	0.156963
cis-independent	CD4	20	ENSG00000125534	rs72629024	400	0.164474	2.45908e-09	-1.13006	0.160874
cis-independent	CD4	20	ENSG00000125877	rs71992021	-4996	0.164474	1.19987e-08	-0.880273	0.133033
cis-independent	CD4	20	ENSG00000196476	rs1997793	6761	0.447368	3.24823e-08	-0.75911	0.119364
cis-independent	CD4	20	ENSG00000101161	rs3829704	55532	0.157895	6.14537e-08	0.771121	0.124493
cis-independent	CD4	20	ENSG00000101220	rs45495794	-5159	0.0789474	4.8826e-07	-1.23671	0.218878
cis-independent	CD4	20	ENSG00000125970	rs2065912	202034	0.0657895	8.19465e-07	0.696259	0.126306
cis-independent	CD4	20	ENSG00000196839	rs6065743	32844	0.526316	9.00051e-07	-0.580889	0.105858
cis-independent	CD4	20	ENSG00000125818	rs6074148	4602	0.736842	1.11673e-06	0.484192	0.089174
cis-independent	CD4	20	ENSG00000132792	rs13040190	454795	0.0789474	1.6741e-06	-0.809392	0.152113
cis-independent	CD4	20	ENSG00000132623	rs12106132	48954	0.190789	1.90304e-06	-0.728017	0.137715
cis-independent	CD4	20	ENSG00000025772	rs2234197	2	0.210526	2.73618e-06	-0.727876	0.140297
cis-independent	CD4	20	ENSG00000124243	rs6063566	32530	0.125	2.79784e-06	0.990646	0.191169
cis-independent	CD4	20	ENSG00000215440	rs2006908	-7656	0.565789	3.08139e-06	-0.635403	0.12324
cis-independent	CD4	20	ENSG00000101182	rs3787412	-233908	0.118421	3.09459e-06	-0.525489	0.101945
cis-independent	CD4	20	ENSG00000100994	rs13036777	-180413	0.361842	4.05303e-06	-0.617713	0.12136
cis-independent	CD4	20	ENSG00000124193	rs6017090	20449	0.552632	4.37188e-06	0.587899	0.116177
cis-independent	CD4	20	ENSG00000100994	rs2254046	28493	0.203947	7.14018e-06	0.70587	0.143073
cis-independent	CD4	20	ENSG00000101367	rs73114154	41625	0.361842	7.2358e-06	0.468203	0.0951278
cis-independent	CD4	20	ENSG00000101391	rs147818986	539716	0.164474	9.93142e-06	-0.482233	0.0997572
cis-independent	CD4	21	ENSG00000241945	rs2276530	-82426	0.144737	3.02425e-15	1.55266	0.146005
cis-independent	CD4	21	ENSG00000160209	rs2276529	14103	0.197368	7.43659e-14	1.37042	0.141025
cis-independent	CD4	21	ENSG00000156261	rs73190197	-58539	0.105263	1.56308e-13	1.27089	0.133479
cis-independent	CD4	21	ENSG00000159231	rs12151967	-23624	0.322368	1.01372e-12	-1.21283	0.133708
cis-independent	CD4	21	ENSG00000160221	rs2276530	-108663	0.144737	1.91928e-12	1.51021	0.170357
cis-independent	CD4	21	ENSG00000142188	rs8132535	-18326	0.434211	2.91223e-12	-0.761225	0.0869307
cis-independent	CD4	21	ENSG00000160284	rs62215189	-396	0.177632	8.27604e-12	-0.973521	0.113788
cis-independent	CD4	21	ENSG00000177398	rs220277	9516	0.5	1.20569e-11	-0.856425	0.101687
cis-independent	CD4	21	ENSG00000185808	rs2835678	158108	0.375	2.41597e-11	0.884968	0.107789
cis-independent	CD4	21	ENSG00000160305	rs2839270	12720	0.407895	2.65721e-10	-0.983098	0.12901
cis-independent	CD4	21	ENSG00000182362	rs4819238	40625	0.855263	3.46148e-10	-1.24501	0.164859
cis-independent	CD4	21	ENSG00000160310	rs11910707	-13074	0.342105	4.78606e-10	0.936078	0.125341
cis-independent	CD4	21	ENSG00000160185	rs1893592	31509	0.309211	8.49656e-10	0.715479	0.0977429
